id,Counts_1st,Counts_2nd,Counts_3rd,Counts_4th,Total_Counts,Uniprot_id_gene,Uniprot_entry,pldt_score
RVBD1507c:RVBD1507c,2,0,0,0,2,RV1507c,P9WLW5,96.84351348876953
RVBD2744c:35kd-ag,2,0,0,0,2,RV2744c,P9WHP5,81.54467010498047
RVBD3197:RVBD3197,2,0,0,0,2,RV3197,Q6MX01,88.47315216064453
RVBD2658c:RVBD2658c,2,0,0,0,2,RV2658c,P9WL47,83.01615905761719
RVBD0888:RVBD0888,2,0,0,0,2,RV0888,P9WKQ1,78.4886703491211
RVBD1742:RVBD1742,1,0,1,0,2,RV1742,O33271,96.02611541748047
RVBD2950c:fadD29,2,0,0,0,2,RV2950c,P95141,87.30342864990234
RVBD0323c:RVBD0323c,0,0,2,0,2,RV0323c,L0T643,95.54296112060547
RVBD0267:narU,0,0,2,0,2,RV0267,P95224,92.53268432617188
RVBD3449:mycP4,1,0,1,0,2,RV3449,I6YC58,85.6834487915039
RVBD3796:RVBD3796,1,0,1,0,2,RV3796,P72062,88.9153823852539
RVBD3296:lhr,2,0,0,0,2,RV3296,P96901,83.19778442382812
RVBD3770c:RVBD3770c,2,0,0,0,2,RV3770c,P72037,91.73587036132812
RVBD1640c:lysX,2,0,0,0,2,RV1640c,P9WFU7,81.82241821289062
RVBD0154c:fadE2,2,0,0,0,2,RV0154c,P96831,96.74032592773438
RVBD0314c:RVBD0314c,2,0,0,0,2,RV0314c,O07241,72.51026916503906
RVBD3822:RVBD3822,1,0,1,0,2,RV3822,O07801,71.73443603515625
RVBD1569:bioF1,2,0,0,0,2,RV1569,P9WQ87,95.40482330322266
RVBD1894c:RVBD1894c,2,0,0,0,2,RV1894c,O07738,92.58553314208984
RVBD0895:RVBD0895,1,1,0,0,2,RV0895,P9WKA3,81.0528335571289
RVBD3078:hab,2,0,0,0,2,RV3078,I6Y2H3,97.23646545410156
RVBD2497c:bkdA,2,0,0,0,2,RV2497c,P9WIS3,95.059326171875
RVBD0835:lpqQ,2,0,0,0,2,RV0835,O53846,85.7159423828125
RVBD0600c:RVBD0600c,1,1,0,0,2,RV0600c,O07778,84.18922424316406
RVBD2177c:RVBD2177c,2,0,0,0,2,RV2177c,O53511,92.55824279785156
RVBD2468c:RVBD2468c,1,1,0,0,2,RV2468c,P9WLA7,87.12030029296875
RVBD2937:drrB,2,0,0,0,2,RV2937,P9WG23,79.38519287109375
RVBD1914c:RVBD1914c,1,0,1,0,2,RV1914c,O07719,91.26073455810547
RVBD3787c:RVBD3787c,1,0,1,0,2,RV3787c,P9WFH3,89.76350402832031
RVBD2712c:RVBD2712c,1,1,0,0,2,RV2712c,I6YE70,90.53016662597656
RVBD3866:espG1,2,0,0,0,2,RV3866,P96210,89.40538024902344
RVBD1714:RVBD1714,1,0,1,0,2,RV1714,P9WGQ3,94.07762908935547
RVBD1878:glnA3,0,0,2,0,2,RV1878,O07752,95.65715026855469
RVBD3826:fadD23,2,0,0,0,2,RV3826,P9WQ47,88.85729217529297
RVBD2585c:RVBD2585c,2,0,0,0,2,RV2585c,P9WL77,92.62330627441406
RVBD1181:pks4,1,0,1,0,2,RV1181,A0A089QRB9,86.92646789550781
RVBD3493c:RVBD3493c,1,0,1,0,2,RV3493c,I6X7G4,77.6443862915039
RVBD3660c:RVBD3660c,1,0,1,0,2,RV3660c,P9WKX7,88.01617431640625
RVBD0249c:RVBD0249c,1,0,1,0,2,RV0249c,O53671,90.39669799804688
RVBD0554:bpoC,2,0,0,0,2,RV0554,P9WNH1,96.77262878417969
RVBD1426c:lipO,2,0,0,0,2,RV1426c,O06832,92.23814392089844
RVBD0593:lprL,0,2,0,0,2,RV0593,I6Y461,81.25582122802734
RVBD2321c:rocD2,1,1,0,0,2,RV2321c,P71891,95.20364379882812
RVBD3776:RVBD3776,2,0,0,0,2,RV3776,P72042,84.38607025146484
RVBD2284:lipM,2,0,0,0,2,RV2284,Q50681,93.22607421875
RVBD1050:RVBD1050,1,1,0,0,2,RV1050,O53398,88.68425750732422
RVBD3595c:PE-PGRS59,1,0,1,0,2,RV3595c,Q6MWV6,88.86417388916016
RVBD1806:PE20,1,1,0,0,2,RV1806,L7N656,92.67597198486328
RVBD3316:sdhC,0,0,2,0,2,RV3316,O53368,89.6834716796875
RVBD2295:RVBD2295,0,1,1,0,2,RV2295,P9WFL7,93.23380279541016
RVBD2176:pknL,1,0,1,0,2,RV2176,P9WI63,81.32386016845703
RVBD1109c:RVBD1109c,2,0,0,0,2,RV1109c,P9WM59,71.29178619384766
RVBD1647:RVBD1647,0,1,1,0,2,RV1647,P94982,70.87208557128906
RVBD3015c:RVBD3015c,1,0,1,0,2,RV3015c,I6YAW3,96.37100982666016
RVBD0070c:glyA2,2,0,0,0,2,RV0070c,P9WGI7,97.60639953613281
RVBD1875:RVBD1875,1,0,1,0,2,RV1875,O07754,95.92632293701172
RVBD2563:RVBD2563,1,0,1,0,2,RV2563,P9WG15,90.62054443359375
RVBD3506:fadD17,2,0,0,0,2,RV3506,O53551,92.2713394165039
RVBD2415c:RVBD2415c,2,0,0,0,2,RV2415c,P71728,73.59959411621094
RVBD2956:RVBD2956,1,0,1,0,2,RV2956,I6Y242,91.67826843261719
RVBD0790c:RVBD0790c,1,0,1,0,2,RV0790c,I6XWA9,92.5707015991211
RVBD0963c:RVBD0963c,0,1,1,0,2,RV0963c,P9WKM7,92.04161834716797
RVBD1063c:RVBD1063c,1,0,1,0,2,RV1063c,P9WIY9,77.0030288696289
RVBD1218c:RVBD1218c,0,0,2,0,2,RV1218c,O86311,87.97452545166016
RVBD0487:RVBD0487,2,0,0,0,2,RV0487,P9WKU9,89.27841186523438
RVBD1407:fmu,1,0,1,0,2,RV1407,P9WGX3,94.86048889160156
RVBD0999:RVBD0999,2,0,0,0,2,RV0999,O05582,78.21110534667969
RVBD3311:RVBD3311,2,0,0,0,2,RV3311,O53362,88.42955017089844
RVBD0140:RVBD0140,1,1,0,0,2,RV0140,P96817,96.30770111083984
RVBD2077c:RVBD2077c,1,1,0,0,2,RV2077c,P9WLL1,62.04380416870117
RVBD1911c:lppC,2,0,0,0,2,RV1911c,P9WFN3,88.09098815917969
RVBD2386c:mbtI,2,0,0,0,2,RV2386c,P9WFX1,93.95186614990234
RVBD2118c:RVBD2118c,0,1,1,0,2,RV2118c,P9WFZ1,93.98081970214844
RVBD2306A:RVBD2306A,0,1,1,0,2,RV2306A,Q79FG5,55.94218063354492
RVBD0452:RVBD0452,1,0,1,0,2,RV0452,O53737,89.03224182128906
RVBD2778c:RVBD2778c,1,1,0,0,2,RV2778c,I6Y1P2,90.9969253540039
RVBD1246c:RVBD1246c,0,0,2,0,2,RV1246c,O50461,84.75257873535156
RVBD2620c:RVBD2620c,1,1,0,0,2,RV2620c,I6Y9U6,93.32567596435547
RVBD3648c:cspA,1,0,1,0,2,RV3648c,P9WP75,94.26313018798828
RVBD3666B:RVBD3666B,1,1,0,0,2,RV3666B,,
RVBD2092c:helY,0,0,2,0,2,RV2092c,P9WMR1,86.64437103271484
RVBD0397A:RVBD0397A,2,0,0,0,2,RV0397A,I6Y3N9,71.41536712646484
RVBD0920c:RVBD0920c,0,0,1,1,2,RV0920c,I6Y941,82.78385162353516
RVBD1281c:oppD,2,0,0,0,2,RV1281c,P9WQJ5,91.46217346191406
RVBD2805:RVBD2805,2,0,0,0,2,RV2805,P71646,74.88410949707031
RVBD1520:RVBD1520,1,0,1,0,2,RV1520,P9WLV5,89.95207214355469
RVBD3683:RVBD3683,1,0,1,0,2,RV3683,I6X827,90.5877456665039
RVBD3421c:RVBD3421c,0,0,2,0,2,RV3421c,P9WKY7,93.29768371582031
RVBD0942:RVBD0942,0,1,1,0,2,RV0942,P9WKN9,53.71923828125
RVBD0343:iniC,2,0,0,0,2,RV0343,P9WJ95,88.3084716796875
RVBD3852:hns,1,0,1,0,2,RV3852,I6YHB0,63.86022186279297
RVBD1501:RVBD1501,0,1,1,0,2,RV1501,P9WI91,93.48776245117188
RVBD0247c:RVBD0247c,1,0,1,0,2,RV0247c,O53669,95.06999969482422
RVBD3111:moaC1,2,0,0,0,2,RV3111,P9WJR9,91.19070434570312
RVBD2693c:RVBD2693c,2,0,0,0,2,RV2693c,I6X548,64.27336883544922
RVBD3620c:esxW,2,0,0,0,2,RV3620c,P9WNI3,87.54460144042969
RVBD0536:galE3,1,0,1,0,2,RV0536,L7N670,94.6495132446289
RVBD3201c:RVBD3201c,2,0,0,0,2,RV3201c,O53347,84.1602783203125
RVBD1216c:RVBD1216c,2,0,0,0,2,RV1216c,O05317,95.04853057861328
RVBD2004c:RVBD2004c,2,0,0,0,2,RV2004c,P9WLN3,91.03324890136719
RVBD3211:rhlE,2,0,0,0,2,RV3211,O05855,79.65423583984375
RVBD1478:RVBD1478,2,0,0,0,2,RV1478,P9WHU5,85.03494262695312
RVBD1801:PPE29,2,0,0,0,2,RV1801,P9WI09,67.28888702392578
RVBD0114:gmhB,1,0,1,0,2,RV0114,P9WMV3,93.31962585449219
RVBD3886c:mycP2,2,0,0,0,2,RV3886c,O05458,85.57891082763672
RVBD3842c:glpQ1,0,1,0,1,2,RV3842c,P9WMU3,93.65087890625
RVBD3172c:RVBD3172c,0,1,1,0,2,RV3172c,O53322,57.45918655395508
RVBD0688:RVBD0688,1,0,1,0,2,RV0688,P95034,94.4614028930664
RVBD0519c:RVBD0519c,2,0,0,0,2,RV0519c,O33364,85.6112060546875
RVBD2782c:pepR,0,0,2,0,2,RV2782c,P9WHT5,94.42815399169922
RVBD0485:RVBD0485,1,0,1,0,2,RV0485,P9WKV1,87.49373626708984
RVBD2852c:mqo,2,0,0,0,2,RV2852c,P9WJP5,93.18193054199219
RVBD3130c:tgs1,0,0,2,0,2,RV3130c,P9WKC9,79.60552978515625
RVBD3691:RVBD3691,2,0,0,0,2,RV3691,O69659,87.57060241699219
RVBD0580c:RVBD0580c,2,0,0,0,2,RV0580c,O53777,85.6790771484375
RVBD1719:RVBD1719,2,0,0,0,2,RV1719,P71977,92.47161865234375
RVBD1834:lipZ,2,0,0,0,2,RV1834,P9WLR1,94.72048950195312
RVBD1732c:RVBD1732c,0,1,1,0,2,RV1732c,P71990,97.81600189208984
RVBD0862c:RVBD0862c,1,0,1,0,2,RV0862c,O53874,89.57279205322266
RVBD1289:RVBD1289,1,1,0,0,2,RV1289,P9WM37,91.28990173339844
RVBD3097c:lipY,2,0,0,0,2,RV3097c,I6Y2J4,80.83478546142578
RVBD6039:tRNA-Ala37,0,1,1,0,2,RV6039,,
RVBD1937:RVBD1937,0,1,1,0,2,RV1937,P95277,87.41515350341797
RVBD3785:RVBD3785,2,0,0,0,2,RV3785,P9WKX1,89.18997192382812
RVBD3136A:RVBD3136A,2,0,0,0,2,RV3136A,I6Y2Q7,87.8404541015625
RVBD1731:gabD2,2,0,0,0,2,RV1731,P9WNX7,96.45588684082031
RVBD3441c:mrsA,1,0,0,1,2,RV3441c,P9WN41,94.7103271484375
RVBD3522:ltp4,2,0,0,0,2,RV3522,O53567,95.59202575683594
RVBD0346c:ansP2,1,0,1,0,2,RV0346c,P9WQM7,88.51963806152344
RVBD3386:RVBD3386,1,0,1,0,2,RV3386,O50413,79.3830795288086
RVBD2503c:scoB,1,1,0,0,2,RV2503c,P9WPW3,95.10152435302734
RVBD0744c:RVBD0744c,0,0,2,0,2,RV0744c,O53807,89.45148468017578
RVBD0885:RVBD0885,2,0,0,0,2,RV0885,P9WKQ5,90.74073791503906
RVBD2496c:bkdB,2,0,0,0,2,RV2496c,P9WIS1,93.84584045410156
RVBD1207:folP2,1,0,1,0,2,RV1207,P9WNC9,89.96774291992188
RVBD1226c:RVBD1226c,2,0,0,0,2,RV1226c,O33222,82.87286376953125
RVBD0098:fcoT,2,0,0,0,2,RV0098,P9WM67,90.92202758789062
RVBD1687c:RVBD1687c,1,0,1,0,2,RV1687c,O33189,89.11791229248047
RVBD2311:RVBD2311,2,0,0,0,2,RV2311,P9WLC1,65.8253402709961
RVBD3543c:fadE29,2,0,0,0,2,RV3543c,P71858,94.63077545166016
RVBD3901c:RVBD3901c,2,0,0,0,2,RV3901c,O05444,60.852481842041016
RVBD2774c:RVBD2774c,1,1,0,0,2,RV2774c,O33316,34.375526428222656
RVBD2924c:fpg,2,0,0,0,2,RV2924c,P9WNC3,90.40453338623047
RVBD1331:RVBD1331,1,1,0,0,2,RV1331,P9WPC1,85.06575012207031
RVBD3150:nuoF,2,0,0,0,2,RV3150,P9WIV7,94.58330535888672
RVBD3146:nuoB,2,0,0,0,2,RV3146,P9WJH1,86.50798797607422
RVBD2708c:RVBD2708c,1,0,1,0,2,RV2708c,I6X562,65.98682403564453
RVBD3155:nuoK,1,0,1,0,2,RV3155,P9WIX3,92.09505462646484
RVBD2935:ppsE,2,0,0,0,2,RV2935,P9WQE1,86.75340270996094
RVBD0091:mtn,1,0,1,0,2,RV0091,P9WJM3,94.89471435546875
RVBD3832c:RVBD3832c,0,1,1,0,2,RV3832c,P96246,92.78990173339844
RVBD2254c:RVBD2254c,0,1,1,0,2,RV2254c,O53528,85.15847778320312
RVBD1106c:RVBD1106c,2,0,0,0,2,RV1106c,P9WQP7,92.20289611816406
RVBD0935:pstC1,1,1,0,0,2,RV0935,P9WG07,88.27938079833984
RVBD0476:RVBD0476,2,0,0,0,2,RV0476,P9WKW1,96.50757598876953
RVBD2876:RVBD2876,1,0,1,0,2,RV2876,P9WL39,73.84587097167969
RVBD1751:RVBD1751,0,0,2,0,2,RV1751,O65936,84.27247619628906
RVBD1042c:RVBD1042c,2,0,0,0,2,RV1042c,L0T897,77.63734436035156
RVBD1723:RVBD1723,1,0,1,0,2,RV1723,P71981,92.1902847290039
RVBD1205:RVBD1205,0,1,1,0,2,RV1205,O05306,94.90984344482422
RVBD1487:RVBD1487,2,0,0,0,2,RV1487,P71767,72.19771575927734
RVBD3487c:lipF,1,0,1,0,2,RV3487c,O06350,89.62942504882812
RVBD1550:fadD11,2,0,0,0,2,RV1550,P9WQ53,80.28849792480469
RVBD0104:RVBD0104,1,0,1,0,2,RV0104,P9WM61,82.88605499267578
RVBD3881c:espB,2,0,0,0,2,RV3881c,P9WJD9,70.1579360961914
RVBD0074:RVBD0074,2,0,0,0,2,RV0074,O53619,93.14012908935547
RVBD3212:RVBD3212,2,0,0,0,2,RV3212,O05854,95.35155487060547
RVBD0655:mkl,1,0,1,0,2,RV0655,P9WQL5,86.29891204833984
RVBD3045:adhC,2,0,0,0,2,RV3045,P9WQC5,96.98432922363281
RVBD3259:RVBD3259,1,1,0,0,2,RV3259,O53352,88.42395782470703
RVBD3290c:lat,2,0,0,0,2,RV3290c,P9WQ77,96.286865234375
RVBD3147:nuoC,2,0,0,0,2,RV3147,P9WJH3,84.9698257446289
RVBD0782:ptrBb,1,1,0,0,2,RV0782,P71834,90.9894790649414
RVBD3208A:TB9.4,2,0,0,0,2,RV3208A,Q6MWZ8,84.82189178466797
RVBD2694c:RVBD2694c,2,0,0,0,2,RV2694c,O07196,85.35484313964844
RVBD0456c:echA2,1,0,0,1,2,RV0456c,O07179,95.26092529296875
RVBD3815c:RVBD3815c,2,0,0,0,2,RV3815c,O07808,89.71063232421875
RVBD3170:aofH,2,0,0,0,2,RV3170,P9WQ15,94.2739028930664
RVBD2663:RVBD2663,1,0,1,0,2,RV2663,I6X520,97.25467681884766
RVBD0172:mce1D,1,0,1,0,2,RV0172,O07416,78.38573455810547
RVBD1071c:echA9,2,0,0,0,2,RV1071c,O53419,97.41603088378906
RVBD2379c:mbtF,1,0,1,0,2,RV2379c,O05819,86.0740966796875
RVBD0491:regX3,1,0,1,0,2,RV0491,P9WGL9,90.54122924804688
RVBD0428c:RVBD0428c,2,0,0,0,2,RV0428c,P96274,90.90599060058594
RVBD3420c:rimI,0,1,1,0,2,RV3420c,I6YG32,93.58607482910156
RVBD2910c:RVBD2910c,1,0,1,0,2,RV2910c,P9WL25,94.93768310546875
RVBD1095:phoH2,2,0,0,0,2,RV1095,O53443,86.90744018554688
RVBD3732:RVBD3732,2,0,0,0,2,RV3732,O69699,75.51469421386719
RVBD2630:RVBD2630,2,0,0,0,2,RV2630,P9WQ03,83.5265884399414
RVBD2900c:fdhF,2,0,0,0,2,RV2900c,P9WJP9,94.39999389648438
RVBD0917:betP,1,0,1,0,2,RV0917,P9WPR7,85.01860046386719
RVBD1573:RVBD1573,0,0,2,0,2,RV1573,O06617,62.206398010253906
RVBD2346c:esxO,2,0,0,0,2,RV2346c,P9WNI7,94.35478973388672
RVBD1809:PPE33,1,0,1,0,2,RV1809,P9WI03,72.03540802001953
RVBD0983:pepD,2,0,0,0,2,RV0983,O53896,74.69027709960938
RVBD3480c:RVBD3480c,1,0,1,0,2,RV3480c,P9WKA7,84.01963806152344
RVBD3286c:sigF,1,0,1,0,2,RV3286c,P9WGI3,86.63601684570312
RVBD1002c:RVBD1002c,2,0,0,0,2,RV1002c,P9WN05,91.9773178100586
RVBD2464c:RVBD2464c,1,0,1,0,2,RV2464c,P9WNB9,96.34220123291016
RVBD1876:bfrA,1,0,1,0,2,RV1876,P9WPQ9,98.425537109375
RVBD0237:lpqI,2,0,0,0,2,RV0237,L7N6B0,91.95076751708984
RVBD1143:mcr,2,0,0,0,2,RV1143,O06543,95.78752136230469
RVBD0360c:RVBD0360c,0,1,1,0,2,RV0360c,O06310,92.61688995361328
RVBD2668:RVBD2668,1,1,0,0,2,RV2668,P71965,88.45514678955078
RVBD1696:recN,1,0,1,0,2,RV1696,P9WHI7,88.3664321899414
RVBD1672c:RVBD1672c,1,0,1,0,2,RV1672c,O53919,85.9200439453125
RVBD2863:vapC23,1,0,1,0,2,RV2863,P9WF89,97.03231048583984
RVBD1164:narI,1,0,1,0,2,RV1164,O06562,91.35796356201172
RVBD1345:mbtM,0,1,1,0,2,RV1345,P9WQ41,88.54170227050781
RVBD3541c:RVBD3541c,2,0,0,0,2,RV3541c,I6XHI0,97.45930480957031
RVBD0195:RVBD0195,1,1,0,0,2,RV0195,O53646,82.02018737792969
RVBD2309A:RVBD2309A,0,2,0,0,2,RV2309A,L7N666,46.14632034301758
RVBD0387c:RVBD0387c,2,0,0,0,2,RV0387c,L0T6I4,48.739715576171875
RVBD3330:dacB1,2,0,0,0,2,RV3330,O53380,89.3523941040039
RVBD0402c:mmpL1,1,0,0,1,2,RV0402c,P9WJV9,84.98982238769531
RVBD2914c:pknI,2,0,0,0,2,RV2914c,P9WI69,74.49900817871094
RVBD2801A:mazE9,1,0,1,0,2,RV2801A,P0CL61,94.67762756347656
RVBD2525c:RVBD2525c,2,0,0,0,2,RV2525c,I6XEI5,91.36520385742188
RVBD2403c:lppR,1,0,1,0,2,RV2403c,P71740,89.05960845947266
RVBD2706c:RVBD2706c,1,0,1,0,2,RV2706c,O07207,42.328704833984375
RVBD1350:fabG2,2,0,0,0,2,RV1350,P9WGR9,97.00235748291016
RVBD0500B:RVBD0500B,0,0,2,0,2,RV0500B,P9WKT5,91.4866714477539
RVBD2137c:RVBD2137c,1,0,1,0,2,RV2137c,O06238,71.9212417602539
RVBD0677c:mmpS5,2,0,0,0,2,RV0677c,P9WJS7,89.68386840820312
RVBD2236c:cobD,1,0,1,0,2,RV2236c,P9WP93,94.57999420166016
RVBD0970:RVBD0970,1,0,1,0,2,RV0970,P9WKL7,69.90343475341797
RVBD0996:RVBD0996,2,0,0,0,2,RV0996,O05579,62.62952423095703
RVBD1228:lpqX,1,1,0,0,2,RV1228,O33224,62.7617301940918
RVBD1808:PPE32,2,0,0,0,2,RV1808,P9WI05,70.5979995727539
RVBD1290c:RVBD1290c,2,0,0,0,2,RV1290c,P9WM35,80.15863800048828
RVBD1048c:RVBD1048c,1,1,0,0,2,RV1048c,P96353,84.2695083618164
RVBD2231Ac:RVBD2231Ac,2,0,0,0,2,RV2231Ac,,
RVBD3631:RVBD3631,1,0,1,0,2,RV3631,O06376,80.00248718261719
RVBD2957:RVBD2957,2,0,0,0,2,RV2957,P9WMX7,86.72035217285156
RVBD1085c:RVBD1085c,1,0,0,1,2,RV1085c,P9WFN7,92.01223754882812
RVBD1917c:PPE34,2,0,0,0,2,RV1917c,Q79FI9,67.16744995117188
RVBD2162c:PE-PGRS38,2,0,0,0,2,RV2162c,L7N6A1,94.19367980957031
RVBD2819c:RVBD2819c,1,0,1,0,2,RV2819c,P9WJF5,88.00045013427734
RVBD2409c:RVBD2409c,1,1,0,0,2,RV2409c,P71734,95.49494934082031
RVBD1064c:lpqV,1,0,1,0,2,RV1064c,P9WK57,81.1256103515625
RVBD3760:RVBD3760,1,1,0,0,2,RV3760,O69726,81.77291870117188
RVBD2032:acg,0,1,1,0,2,RV2032,P9WIZ9,93.42915344238281
RVBD1625c:cya,1,0,1,0,2,RV1625c,P9WQ35,86.9482421875
RVBD0313:RVBD0313,2,0,0,0,2,RV0313,P9WL03,67.33226013183594
RVBD0944:RVBD0944,0,0,1,1,2,RV0944,L0T864,88.67411041259766
RVBD2435c:RVBD2435c,2,0,0,0,2,RV2435c,P71914,88.24049377441406
RVBD2334:cysK1,2,0,0,0,2,RV2334,P9WP55,97.05281066894531
RVBD2857c:RVBD2857c,2,0,0,0,2,RV2857c,I6Y1W3,97.19697570800781
RVBD1518:RVBD1518,1,1,0,0,2,RV1518,P9WLV9,89.2555160522461
RVBD1938:ephB,1,1,0,0,2,RV1938,I6YC03,97.24946594238281
RVBD2579:dhaA,0,1,1,0,2,RV2579,P9WMR9,97.1542739868164
RVBD0265c:RVBD0265c,2,0,0,0,2,RV0265c,L7N6B2,92.58378601074219
RVBD2101:helZ,0,1,1,0,2,RV2101,I6YCF3,83.06108856201172
RVBD0040c:mtc28,2,0,0,0,2,RV0040c,P9WIM9,75.1760025024414
RVBD3828c:RVBD3828c,2,0,0,0,2,RV3828c,O07795,82.58965301513672
RVBD0130:htdZ,0,0,2,0,2,RV0130,P9WNP3,97.88145446777344
RVBD3569c:hsaD,2,0,0,0,2,RV3569c,P9WNH5,97.02759552001953
RVBD3435c:RVBD3435c,1,1,0,0,2,RV3435c,O06252,78.33917999267578
RVBD0634A:RVBD0634A,2,0,0,0,2,RV0634A,P9WKS5,70.99156951904297
RVBD2141c:RVBD2141c,1,0,1,0,2,RV2141c,L7N684,94.50678253173828
RVBD3447c:eccC4,1,0,1,0,2,RV3447c,P9WNA7,84.85671997070312
RVBD1774:RVBD1774,1,0,1,0,2,RV1774,O33177,97.02576446533203
RVBD1482c:RVBD1482c,1,1,0,0,2,RV1482c,P71763,93.83074951171875
RVBD1332:RVBD1332,0,0,2,0,2,RV1332,P9WM25,85.17913055419922
RVBD1678:RVBD1678,2,0,0,0,2,RV1678,O53925,89.17766571044922
RVBD2074:RVBD2074,2,0,0,0,2,RV2074,P9WLL7,93.39423370361328
RVBD1457c:RVBD1457c,1,0,1,0,2,RV1457c,O86349,88.68984985351562
RVBD2790c:ltp1,1,0,1,0,2,RV2790c,O33332,96.64653015136719
RVBD0946c:pgi,0,1,1,0,2,RV0946c,P9WN69,97.78845977783203
RVBD3718c:RVBD3718c,2,0,0,0,2,RV3718c,I6XI16,89.57463073730469
RVBD3784:RVBD3784,2,0,0,0,2,RV3784,P72050,92.0775146484375
RVBD0191:RVBD0191,1,0,1,0,2,RV0191,P9WJX7,88.41300964355469
RVBD0837c:RVBD0837c,1,1,0,0,2,RV0837c,I6Y4Y1,87.05467987060547
RVBD1841c:RVBD1841c,2,0,0,0,2,RV1841c,P9WLQ7,87.8191909790039
RVBD2451:RVBD2451,1,1,0,0,2,RV2451,O53178,35.22969436645508
RVBD3877:eccD1,2,0,0,0,2,RV3877,P9WNQ7,85.43772888183594
RVBD2562:RVBD2562,0,1,1,0,2,RV2562,P9WL99,82.68939208984375
RVBD0094c:RVBD0094c,2,0,0,0,2,RV0094c,Q50655,85.34475708007812
RVBD2140c:TB18.6,1,0,1,0,2,RV2140c,P9WFN1,96.87999725341797
RVBD3373:echA18,0,0,2,0,2,RV3373,O50402,92.44808197021484
RVBD3008:RVBD3008,2,0,0,0,2,RV3008,I6YEY1,60.94888687133789
RVBD1022:lpqU,2,0,0,0,2,RV1022,P96378,90.05194091796875
RVBD3096:RVBD3096,0,1,1,0,2,RV3096,I6YB54,93.28350830078125
RVBD0271c:fadE6,0,1,1,0,2,RV0271c,P95228,93.56077575683594
RVBD0900:RVBD0900,1,0,1,0,2,RV0900,P9WJG7,80.4188003540039
RVBD2683:RVBD2683,2,0,0,0,2,RV2683,I6X540,87.05375671386719
RVBD3300c:RVBD3300c,1,1,0,0,2,RV3300c,O07166,88.6102294921875
RVBD2564:glnQ,1,0,1,0,2,RV2564,P9WQI5,88.94230651855469
RVBD0456B:RVBD0456B,1,0,1,0,2,RV0456B,P0CL57,69.84578704833984
RVBD1653:argJ,1,0,0,1,2,RV1653,P9WPZ3,95.55642700195312
RVBD3555c:RVBD3555c,1,0,1,0,2,RV3555c,P96837,93.86674499511719
RVBD2689c:RVBD2689c,2,0,0,0,2,RV2689c,O07191,95.4735336303711
RVBD3272:RVBD3272,2,0,0,0,2,RV3272,P96877,93.55233001708984
RVBD3849:espR,0,2,0,0,2,RV3849,P9WJB7,93.50121307373047
RVBD0990c:RVBD0990c,2,0,0,0,2,RV0990c,O05573,83.62349700927734
RVBD0393:RVBD0393,2,0,0,0,2,RV0393,P95201,73.81097412109375
RVBD3740c:RVBD3740c,2,0,0,0,2,RV3740c,P9WKA5,86.06153869628906
RVBD1261c:RVBD1261c,0,0,2,0,2,RV1261c,P9WP13,94.76436614990234
RVBD1534:RVBD1534,1,0,0,0,1,RV1534,O08377,86.60231018066406
RVBD0277c:vapC25,0,0,1,0,1,RV0277c,P9WF85,96.83429718017578
RVBD1053c:RVBD1053c,1,0,0,0,1,RV1053c,O53401,54.397911071777344
RVBD1920:RVBD1920,0,0,1,0,1,RV1920,O53962,89.44024658203125
RVBD1788:PE18,0,1,0,0,1,RV1788,L7N649,96.57717895507812
RVBD0919:RVBD0919,1,0,0,0,1,RV0919,I6XA42,96.14403533935547
RVBD0199:RVBD0199,1,0,0,0,1,RV0199,O53650,78.19483947753906
RVBD3332:nagA,1,0,0,0,1,RV3332,O53382,96.48676300048828
RVBD2813:RVBD2813,1,0,0,0,1,RV2813,I6XFD1,94.37566375732422
RVBD1557:mmpL6,0,0,1,0,1,RV1557,P9WJU9,78.1565933227539
RVBD0061c:RVBD0061c,1,0,0,0,1,RV0061c,I6X8E6,84.06089782714844
RVBD0203:RVBD0203,1,0,0,0,1,RV0203,I6X8R5,77.99662780761719
RVBD0339c:RVBD0339c,1,0,0,0,1,RV0339c,O33269,87.47261810302734
RVBD0421c:RVBD0421c,0,0,1,0,1,RV0421c,P96267,96.52057647705078
RVBD0974c:accD2,1,0,0,0,1,RV0974c,O86318,97.1885757446289
RVBD1589:bioB,1,0,0,0,1,RV1589,P9WPQ7,93.08492279052734
RVBD0475:hbhA,1,0,0,0,1,RV0475,P9WIP9,68.72834014892578
RVBD1320c:RVBD1320c,1,0,0,0,1,RV1320c,P9WQ29,83.04895782470703
RVBD1993c:RVBD1993c,1,0,0,0,1,RV1993c,P9WLP5,88.53289031982422
RVBD3310:sapM,1,0,0,0,1,RV3310,O53361,91.03916931152344
RVBD2161c:RVBD2161c,1,0,0,0,1,RV2161c,O06216,94.50257110595703
RVBD0325:RVBD0325,0,0,1,0,1,RV0325,O07250,89.20919036865234
RVBD0880:RVBD0880,1,0,0,0,1,RV0880,P9WMF1,93.84839630126953
RVBD3725:RVBD3725,0,1,0,0,1,RV3725,O69692,78.1353759765625
RVBD1965:yrbE3B,1,0,0,0,1,RV1965,O53966,88.3681869506836
RVBD0139:RVBD0139,1,0,0,0,1,RV0139,P96816,92.37538146972656
